agent,price,address,beds,baths,receptions
Walker & Sharpe,"£70,000","First Floor Flat, 70 English Street, Dumfries DG1",2 beds,,
Yopa,"£200,000","William Street, Gourdon, Montrose DD10",3 beds,2 baths,1 reception
Knight Frank - Edinburgh Sales,"£675,000","Grosvenor Crescent, Edinburgh, Midlothian EH12",3 beds,3 baths,1 reception
Deans Solicitors and Estate Agents LLP,"£210,000","5/6 Upper Grove Place, Fountainbridge EH3",2 beds,,
Stewart & Watson,"£55,000","12 Pringle Court, Buckie AB56",1 bed,1 bath,1 reception
RGM Solicitors,"£170,000","Grange View, Grange Loan, Bo’Ness EH51",3 beds,1 bath,2 receptions
E Thornton and Co,"£410,000","North Connel, Oban PA37",5 beds,2 baths,1 reception
AB & A Matthews,"£85,000","Warings, 8 Main Street, Whauphill DG8",3 beds,2 baths,2 receptions
Next Home Estate Agents,"£150,000","Cedar Court, Auchterarder PH3",2 beds,2 baths,1 reception
Connor Malcolm,"£175,000","21/2 Redbraes Place, Edinburgh EH7",2 beds,1 bath,1 reception
Allen & Harris - Kilmarnock,"£85,000","Fullarton Street, Kilmarnock KA1",2 beds,1 bath,1 reception
Next Home Estate Agents,"£120,000","High Street, Auchterarder PH3",2 beds,1 bath,2 receptions
A M Simpson and Son,"£85,000","Holm Street, Moffat DG10",3 beds,1 bath,2 receptions
Joyce Heeps Homes LTD,"£100,000","Stewartfield Grove, Stewartfield, East Kilbride G74",1 bed,1 bath,1 reception
Avant Homes - Hawthornden,"£389,995","Cochrina Place, Rosewell EH24",4 beds,,
Avant Homes - Hawthornden,"£389,995","Cochrina Place, Rosewell EH24",4 beds,,
Avant Homes - Weavers Lea,"£306,995","Aurs Road, Barrhead, Glasgow G78",4 beds,,
Avant Homes - Jackton Green,"£294,995","East Kilbride, Glasgow G75",3 beds,,
Avant Homes - Draffen Park,"£314,995","Draffen Mount, Stewarton, Kilmarnock KA3",4 beds,,
Avant Homes - Jackton Green,"£289,995","East Kilbride, Glasgow G75",3 beds,,
Blair Cadell,"£280,000","82/13 Harrison Gardens, Edinburgh EH11",2 beds,1 bath,1 reception
Avant Homes - Draffen Park,"£326,995","Draffen Mount, Stewarton, Kilmarnock KA3",4 beds,,
Avant Homes - Draffen Park,"£334,995","Draffen Mount, Stewarton, Kilmarnock KA3",4 beds,,
Avant Homes - Draffen Park,"£245,995","Draffen Mount, Stewarton, Kilmarnock KA3",3 beds,,
Avant Homes - Craigowl Law,"£334,995","St. Martin Crescent, Strathmartine, Dundee DD3",4 beds,,
Avant Homes - Highstonehall,"£351,995","Brora Crescent, Hamilton ML3",4 beds,,
Avant Homes - Weavers Lea,"£244,995","Aurs Road, Barrhead, Glasgow G78",3 beds,,
Avant Homes - Craigowl Law,"£339,995","St. Martin Crescent, Strathmartine, Dundee DD3",4 beds,,
Avant Homes - Craigowl Law,"£239,995","St. Martin Crescent, Strathmartine, Dundee DD3",3 beds,,
Avant Homes - Weavers Lea,"£306,995","Aurs Road, Barrhead, Glasgow G78",4 beds,,
Avant Homes - Craigowl Law,"£349,995","St. Martin Crescent, Strathmartine, Dundee DD3",4 beds,,
Avant Homes - Craigowl Law,"£239,995","St. Martin Crescent, Strathmartine, Dundee DD3",3 beds,,
Barratt Homes - Barratt @ St Clements Wells,"£259,995","""Traquair"" at Auburn Locks, Wallyford, Musselburgh EH21",3 beds,2 baths,2 receptions
Avant Homes - Richmond Gate,"£193,995","Inchgarvie Loan, Glasgow G5",2 beds,,
Barratt Homes - Barratt @ St Clements Wells,"£269,995","""Abergeldie"" at Auburn Locks, Wallyford, Musselburgh EH21",3 beds,2 baths,2 receptions
Barratt Homes - Kingslaw Gait,"£199,995","""Coull"" at Randolph Crescent, Boreland, Dysart, Kirkcaldy KY1",3 beds,1 bath,2 receptions
Avant Homes - Richmond Gate,"£195,995","Inchgarvie Loan, Glasgow G5",2 beds,,
Barratt Homes - Yew Gardens,"£302,995","""Fenton"" at Limeylands Road, Ormiston, Tranent EH35",4 beds,2 baths,2 receptions
Barratt Homes - Pentland View,"£351,995","""Dunbar"" at Castlelaw Crescent, Bilston, Roslin EH25",4 beds,2 baths,2 receptions
Barratt Homes - St Clements View,"£363,995","""Cullen"" at Auburn Locks, Wallyford, Musselburgh EH21",4 beds,2 baths,2 receptions
AB & A Matthews,"£115,000","Ash Lea, 10 Main Street, Whauphill DG8",3 beds,2 baths,2 receptions
Avant Homes - Ellis Vale,"£314,995","West Main Street, Armadale EH48",4 beds,,
Walshes Property Edinburgh,"£75,000","Balsusney Road, Kirkcaldy KY2",2 beds,1 bath,1 reception
Robb Residential,"£465,000","Littleshaw, Tighnabruaich, Argyll PA21",4 beds,3 baths,2 receptions
"Purplebricks, Head Office","£136,000","Dunvegan Crescent, Elgin IV30",2 beds,1 bath,1 reception
Express Estate Agency,"£99,000","Carmelite Lane, Aberdeen AB11",2 beds,,
Town & Country Estate Agents,"£240,000","Cumbernauld Road, Stepps, Glasgow G33",,,
Countrywide Scotland - Baillieston,"£135,000","Dornford Avenue, Mount Vernon, Glasgow G32",2 beds,1 bath,1 reception
RGM Solicitors,"£155,000","Sea Yetts, 1 The Square, Blackness EH49",2 beds,1 bath,1 reception
Savills - Edinburgh Country Houses,"£675,000","Abbotsford Cottage, Abbotsford Place, St. Andrews, Fife KY16",2 beds,2 baths,2 receptions
CCL Property,"£370,000","Fleurs Place, Elgin IV30",5 beds,2 baths,3 receptions
Miller Homes - The Grange,"£439,995","""Rossie"" at Murieston Road, Murieston, Livingston EH54",5 beds,3 baths,2 receptions
Mov8 Real Estate,"£45,000","Seaton Street, Maybole KA19",1 bed,1 bath,1 reception
National Property,"£69,000","Millhill House, Millhill, Stevenston, North Ayrshire KA20",,,
National Property,"£69,000","Millhill Cottage, Millhill, Stevenston, North Ayrshire KA20",,,
Cala Homes - Cammo Meadows,"£450,000","""Banff"" at Cammo Grove, Edinburgh EH4",3 beds,,
Cala Homes - Ravelrig Heights,"£855,000","""Napier"" at Dalmahoy Crescent, Balerno EH14",5 beds,,
Avant Homes - Carron Feld,"£394,995","Stirling Road, Larbert FK5",4 beds,,
Avant Homes - Carron Feld,"£404,995","Stirling Road, Larbert FK5",4 beds,,
Avant Homes - Carron Feld,"£348,995","Stirling Road, Larbert FK5",4 beds,,
Avant Homes - Carron Feld,"£232,995","Stirling Road, Larbert FK5",3 beds,,
Yopa,"£90,000","Kinghorne Court, Dundee DD3",2 beds,1 bath,1 reception
Limehouseltd,"£304,995","Abington Road, Symington ML12",4 beds,3 baths,1 reception
Avant Homes - Balfour Park,"£389,995","Whitehill Street, Newcraighall, Musselburgh EH21",4 beds,,
Avant Homes - Balfour Park,"£449,995","Whitehill Street, Newcraighall, Musselburgh EH21",4 beds,,
Avant Homes - Carnethy Heights,"£389,995","Mauricewood Road, Penicuik EH26",4 beds,,
Possible Estate Agents,"£135,000","23 Green Julian Place, Inchture PH14",2 beds,1 bath,1 reception
South Forrest,"£145,000","Ness Walk, Inverness IV3",2 beds,1 bath,1 reception
Pomphreys Properties,"£64,000","Carlisle Road, Blackwood, Lanark ML11",2 beds,1 bath,1 reception
Your Move - Dingwall,"£170,000","Station Crescent, Fortrose, Highland IV10",2 beds,1 bath,1 reception
Knight Frank - Edinburgh Sales,POA,"Royal Meadows, Sciennes Road, Edinburgh EH9.",,,
MSM,"£132,500","20 Fairbairn Path, Bridgeton, Glasgow G40",2 beds,1 bath,1 reception
Atrium Estate & Letting Agents,"£169,000","Kersiebank Avenue, Grangemouth FK3",3 beds,1 bath,1 reception
99Home Ltd,"£109,000","Lethen Walk, Portlethen, Aberdeen AB12",1 bed,1 bath,
Keller Williams,"£120,000","Poplar Grove, Craigshill, Livingston EH54",3 beds,1 bath,1 reception
"Clyde Property, Perth","£122,500","Imrie Court, Bridge Of Earn, Perthshire PH2",2 beds,1 bath,1 reception
Allen & Harris - Irvine,"£40,000","Winton Street, Ardrossan KA22",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£160,000","Quilts Wynd, Edinburgh EH6",1 bed,1 bath,1 reception
Hemmings Homes,"£240,000","Coltness Road, Wishaw ML2",3 beds,1 bath,1 reception
Allanwater Homes - Cambusbarron,"£164,995","Kersebonny Road, Cambusbarron, Stirling FK7",2 beds,1 bath,
Countrywide Scotland - Paisley,"£135,000","Semple Place, Linwood, Paisley, Renfrewshire PA3",3 beds,1 bath,1 reception
Deans Solicitors and Estate Agents LLP,"£260,000","23/7 Spittal Street, Lauriston EH3",2 beds,,
Murray Little & Knox,"£74,000","Mains Meadow, Lockerbie DG11",2 beds,1 bath,1 reception
Ralph Hendrie Legal,"£345,000","1 1F3 Church Hill Place, Edinburgh EH10",2 beds,2 baths,1 reception
Warners,"£165,000","14/7 Maxwell Street, Morningside, Edinburgh EH10",1 bed,1 bath,1 reception
A M Simpson and Son,"£100,000","Rosebank Crescent, Lockerbie DG11",3 beds,2 baths,2 receptions
Stuart and Stuart WS,"£147,000","Market Street, Haddington EH41",1 bed,1 bath,1 reception
Coulters Stockbridge,"£275,000","108/8 St Stephen Street, Edinburgh EH3",2 beds,1 bath,1 reception
"Clyde Property, Shawlands","£90,000","Rannoch Street, Flat 2/2, Cathcart, Glasgow G44",1 bed,1 bath,1 reception
Turnberry Homes - Carrochan Gardens,"£259,000","Carrochan Gardens, Balloch, Alexandria G83",2 beds,2 baths,1 reception
Savills - Perth Country Houses,"£655,000","Skiff Wood, Howwood, Johnstone, Renfrewshire PA9",,,
Turnberry Homes - Carrochan Gardens,"£259,000","Carrochan Gardens, Balloch, Alexandria G83",2 beds,2 baths,1 reception
Pacitti Jones,"£79,995","111 Hall Street, Hamilton ML3",2 beds,1 bath,1 reception
Hemmings Homes,"£249,995","Kethers Lane, Motherwell ML1",3 beds,2 baths,3 receptions
Bensons Estate Agents,"£65,000","Glen Nevis, East Kilbride, Glasgow G74",2 beds,1 bath,1 reception
Pacitti Jones,"£195,000","2/3, 32 Dowanhill Street, Hillhead, Glasgow G11",2 beds,1 bath,1 reception
Turnberry Homes - Carrochan Gardens,"£259,000","Carrochan Gardens, Balloch, Alexandria G83",2 beds,2 baths,1 reception
"Clyde Property, Bearsden","£725,000","Plot 4, Castle View, Dalnair Estate, Croftamie, Stirlingshire G63",5 beds,6 baths,3 receptions
"Clyde Property, Helensburgh","£240,000","Morar House, 17 Upper Colquhoun Street, Helensburgh, Argyll &amp; Bute G84",2 beds,2 baths,1 reception
"Purplebricks, Head Office","£250,000","Western Harbour Midway, Edinburgh EH6",2 beds,2 baths,1 reception
Stewart & Watson,"£99,000","Ashview, Clochan, Buckie AB56",2 beds,1 bath,1 reception
Simple Approach Estate Agents,"£112,000","Caledonia Street, Montrose DD10",3 beds,1 bath,1 reception
BestMove Scotland,"£780,000","Florence Drive, Kilmacolm PA13",5 beds,4 baths,
Knight Frank - Edinburgh Sales,"£500,000","Rutland Square, Edinburgh, Midlothian EH1.",2 beds,2 baths,1 reception
Grieve Grierson Moodie & Walker,"£180,000","Glencairn, 7 Victoria Avenue, Laurieknowe, Dumfries DG2",3 beds,1 bath,2 receptions
Slater Hogg & Howison - Glasgow West End Sales,"£115,000","St. Peters Path, St Georges Cross, Glasgow, Lanarkshire G4",2 beds,1 bath,1 reception
Yopa,"£100,000","St. Drostan's Court, Park Place, Brechin DD9",3 beds,1 bath,2 receptions
Slater Hogg & Howison - Dennistoun,"£150,000","Firpark Close, Dennistoun, Glasgow G31",2 beds,2 baths,1 reception
"Purplebricks, Head Office","£115,000","Glendale Mews, Aberdeen AB11",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£120,000","Forth View, Stirling FK8",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£125,000","Invercauld Road, Aberdeen AB16",2 beds,1 bath,1 reception
Slater Hogg & Howison - Bishopbriggs,"£145,000","Scapa Way, Stepps, Glasgow G33",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£77,000","King Street, Doune FK16",1 bed,1 bath,1 reception
McEwan Fraser Legal,"£700,000","Simpson Loan, Quartermile, Edinburgh EH3",2 beds,2 baths,1 reception
Tailor Made Moves Ltd,"£275,000","32 Green Drive, Culduthel, Inverness IV2",3 beds,2 baths,2 receptions
Ballantynes Perth,"£350,000","Plot 10 The Tay, Castle Grange, Off Old Quarry Road, Ballumbie DD4",4 beds,3 baths,2 receptions
Savills - Edinburgh Town,"£275,000","Blair Street, Old Town, Edinburgh EH1",2 beds,1 bath,1 reception
Yopa,"£400,000","St. Cyrus, Montrose DD10",5 beds,4 baths,2 receptions
Paton & Co,"£225,000",Hawick TD9,2 beds,1 bath,2 receptions
Threave Rural,"£800,000","Dalbeattie, Dumfries And Galloway DG5",7 beds,4 baths,
"Purplebricks, Head Office","£95,000","Gallowshade Road, Forfar DD8",2 beds,1 bath,1 reception
Strutt & Parker - Inverness,"£875,000","Annfield Road, Inverness IV2",7 beds,4 baths,3 receptions
Braidwoods Estate Agents,"£390,000","The Grange, Islesteps, Dumfries DG2",4 beds,2 baths,3 receptions
"Purplebricks, Head Office","£40,000","Wood Street, Galashiels TD1",1 bed,1 bath,1 reception
Empire Property,"£165,000","Hagen Drive, Motherwell ML1",3 beds,1 bath,1 reception
Future Property Auctions,"£23,000","101, Dempster Street, Flat D, Greenock PA154Ed PA15",1 bed,,
Hastings and Co - Borders Property and Legal,"£180,000","2 Whitehill Farm Cottages, Nenthorn, Kelso TD5",2 beds,1 bath,1 reception
Parkmove,"£84,995","Loch Lomond, Argyll And Bute Council G83",2 beds,,
Tip Top Estate Agents,"£59,950","Lenihall Drive, Castlemilk, Glasgow G45",1 bed,1 bath,1 reception
Future Property Auctions,"£14,000","Land At Bargany Place, Crookston, Glasgow G537Er G53",,,
Next Home Estate Agents,"£70,000","Scott Street, Perth PH1",1 bed,1 bath,1 reception
Allen & Harris - Shawlands,"£75,000","Parkneuk Road, Mansewood, Glasgow G43",3 beds,1 bath,1 reception
Future Property Auctions,"£27,000","59, Loudoun Road, Flat 1-2, Newmilns KA169Hj KA16",1 bed,,
Yopa,"£70,000","Montgomery Street, Eaglesham, Glasgow G76",1 bed,1 bath,1 reception
LJ Residential,"£55,000","33 Murray Court, Annan, Dumfries &amp; Galloway DG12",1 bed,1 bath,1 reception
Allen & Harris - Helensburgh,"£48,000","Larchfield, Colquhoun Street, Helensburgh G84",1 bed,1 bath,1 reception
Yieldit,"£85,000","Craigneuk Avenue, Airdrie, North Lanarkshire ML6",3 beds,1 bath,1 reception
Verdala,"£95,000","North Street, Forfar DD8",3 beds,1 bath,1 reception
Innes & Mackay,"£125,000","Clachnaharry Road, Inverness IV3",2 beds,2 baths,1 reception
"Purplebricks, Head Office","£85,000","Threave Terrace, Castle Douglas DG7",2 beds,1 bath,1 reception
Simple Approach Estate Agents,"£130,000","Station Road, St. Fillans, Crieff PH6",2 beds,,
Rannoch Property,"£495,000","High Street, Dumbarton G82",12 beds,10 baths,
Slater Hogg & Howison - Greenock Sales,POA,"Dougliehill Terrace, Port Glasgow PA14",4 beds,2 baths,2 receptions
Stewart & Watson,"£255,000","18 Traynor Way, Buckie AB56",4 beds,3 baths,2 receptions
R and R Urquhart Property,"£250,000","Rangellagh, Newton Of Struthers, Kinloss, Forres IV36",4 beds,2 baths,1 reception
Your Move - Dunfermline,"£212,500","Depot Apartments Linen Quarter, Dunfermline, Fife KY12",2 beds,,
Next Home Estate Agents,"£115,000","Dunsinane Drive, Perth PH1",2 beds,1 bath,1 reception
Joyce Heeps Homes LTD,"£113,000","Sandpiper Place, Greenhills, East Kilbride G75",3 beds,2 baths,1 reception
"Springbok Properties, Nationwide","£87,000","Nevis Road, Renfrew, Renfrewshire PA4",3 beds,1 bath,1 reception
Your Move - Dunfermline,"£217,000","Depot Apartments Linen Quarter, Winterthur Lane, Fife KY12",2 beds,,
AB Property Consultants & Estate Agents G69,"£111,000","Kentallen Road, Barlanark, Glasgow G33",2 beds,1 bath,1 reception
Coulters Stockbridge,"£250,000","23C/8 Gayfield Square, New Town, Edinburgh EH1",2 beds,1 bath,1 reception
Your Move - Inverness,"£225,000","Telford Road, Inverness, Highland IV3",5 beds,2 baths,2 receptions
"Purplebricks, Head Office","£90,000","Dumbarton Road, Glasgow G11",1 bed,1 bath,1 reception
Yopa,"£75,000","West Murrayfield, Bannockburn, Stirling FK7",1 bed,1 bath,1 reception
Russel + Aitken Edinburgh LLP,"£305,000","1B/6 Abbotsford Crescent, Morningside, Edinburgh EH10",2 beds,1 bath,1 reception
Your Move - Dumfries,"£175,000","Lovers Walk, Dumfries, Dumfries And Galloway DG1",5 beds,1 bath,2 receptions
Arran Estate Agents,"£275,000","Corriecravie, Sliddery, Isle Of Arran KA27",3 beds,3 baths,2 receptions
Thorntons Law LLP - St. Andrews,"£569,000","Lade Braes, St. Andrews KY16",4 beds,2 baths,2 receptions
Savills - Glasgow RDS,"£270,000","Gilbert Street, Glasgow G3",2 beds,2 baths,
Vanilla Square,"£85,000","Plot 1, Tynribbie Hill, Appin PA38",4 beds,2 baths,1 reception
"Allen & Harris - Dennistoun, Glasgow","£49,000","Seagrove Street, Glasgow G32",3 beds,1 bath,1 reception
Property Bureau,"£275,000","Apt 12, 70 Colquhoun Street, Helensburgh G84",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£90,000","George Street, Aberdeen AB25",2 beds,1 bath,1 reception
Peterkins Solicitors,"£220,000","Land Street, Keith AB55",4 beds,1 bath,2 receptions
Your Move - Edinburgh,"£140,000","Wardlaw Place, Edinburgh, Midlothian EH11",1 bed,1 bath,1 reception
Persimmon Homes - Muirlands Park,"£260,000","""The Thornwood"" at East Muirlands Road, Arbroath DD11",5 beds,,2 receptions
Express Estate Agency,"£75,000","Nelson Street, Aberdeen AB24",2 beds,,
Coulters Stockbridge,"£580,000","1 Belford Road, Dean, Edinburgh EH4",4 beds,2 baths,2 receptions
McEwan Fraser Legal,"£280,000","The Highland Club, St. Benedicts Abbey, Fort Agustus, Highland PH32",2 beds,2 baths,1 reception
McEwan Fraser Legal,"£499,000","51 Main Street Newburgh, Ellon, Aberdeenshire AB41",6 beds,3 baths,3 receptions
McEwan Fraser Legal,"£200,000","Kildonan, Isle Of Arran, North Ayrshire KA27",,,
Town & Country Estate Agents,"£149,999","Gartloch Way, Gartcosh G69",2 beds,,
Delmor Estate Agents,"£99,950","High Street, Cowdenbeath KY4",3 beds,1 bath,1 reception
Asset Properties,"£650,000","Scone, Perth PH2",6 beds,3 baths,2 receptions
"Purplebricks, Head Office","£95,000","Andrew Court, Penicuik EH26",1 bed,1 bath,1 reception
David Wilson Homes - David Wilson @ Countesswells,"£419,995","""Ballater"" at Kingswells, Aberdeen AB15",4 beds,2 baths,3 receptions
McEwan Fraser Legal,"£210,000","Salamander Court, Leith, Edinburgh EH6",2 beds,2 baths,1 reception
Sold.co.uk,"£65,000","Ashvale Place, Aberdeen AB10",1 bed,1 bath,1 reception
AB Property Consultants & Estate Agents G69,"£330,000","Broom Road East, Newton Mearns, Glasgow G77",3 beds,1 bath,2 receptions
Stewart Milne Homes - Stewart Milne Homes at Countesswells,"£374,950","""Dukeswood"" at Countesswells Park Place, Countesswells, Aberdeen AB15",4 beds,,
Yopa,"£230,000","West Tollcross, Edinburgh EH3",1 bed,1 bath,1 reception
Premier Properties Perth,"£112,500","Victoria Street, Perth PH2",3 beds,1 bath,1 reception
Possible Estate Agents,"£89,950","Flat 4, 2 Princes Street, Perth PH2",2 beds,1 bath,1 reception
Allen & Harris - Paisley,"£80,000","Stirrat Crescent, Paisley PA3",2 beds,1 bath,1 reception
We Auction Property,"£59,950","Allison Street, Glasgow G42",1 bed,1 bath,1 reception
Knightbain Estate Agents Ltd,"£173,000","Saughton Road, Edinburgh EH11",2 beds,1 bath,1 reception
Atrium Estate & Letting Agents,"£235,000","Duff Road, Edinburgh EH11",2 beds,1 bath,1 reception
JB Graham Rural & Residential Estate Agents,"£265,000","5 Culreoch, Stranraer DG9",5 beds,2 baths,1 reception
Stewart & Watson,"£122,500","Knock, Huntly AB54",3 beds,1 bath,2 receptions
MacPhee & Partners LLP,"£650,000","Achintore Road, Fort William PH33",6 beds,6 baths,
Allen & Harris - Paisley,"£95,000","Anchor Crescent, Paisley PA1",2 beds,1 bath,2 receptions
Slater Hogg & Howison - Paisley Sales,"£180,000","Abbey Place, Paisley, Renfrewshire PA1",2 beds,2 baths,1 reception
RE/MAX Property Marketing Centre,"£249,000","Clacheranmor, Glendaruel, Colintraive PA22",3 beds,1 bath,1 reception
Countrywide Scotland - Glasgow Sales,"£240,000","Wallace Street, Glasgow, Lanarkshire G5",4 beds,3 baths,1 reception
Stonefield Estate Agents,"£150,000","Carrick Street, Maybole KA19",3 beds,1 bath,2 receptions
Your Move - Montrose,"£140,000","Inchbrayock Road, Ferryden, Montrose, Angus DD10",3 beds,1 bath,1 reception
"Purplebricks, Head Office","£325,000","High Street, Insch AB52",3 beds,2 baths,4 receptions
WM Skelton & Co,"£35,000","High Street, Rothesay, Isle Of Bute PA20",1 bed,1 bath,
Gilson Gray LLP,"£313,000","16/1 Hughes Close, Canonmills Garden, Edinburgh EH7",2 beds,1 bath,1 reception
"Purplebricks, Head Office","£200,000","Currieknowe, Shotts ML7",3 beds,2 baths,
"Purplebricks, Head Office","£175,000","Court Street, Haddington EH41",3 beds,1 bath,1 reception
Galloway and Ayrshire Properties Ltd,"£45,000","Building Plot, Sandhead DG9",,,
Williamson & Henry,"£165,000","The Wagon House, Cannee, Kirkcudbright DG6",1 bed,1 bath,1 reception
Cala Homes - Boroughmuir,"£845,000","""Type 3BT"" at Viewforth, Edinburgh EH10",3 beds,,
Thistles Estate Agents,"£195,000","70 Rowan Road, Aberdeen AB16",5 beds,2 baths,1 reception
"Purplebricks, Head Office","£150,000","8 White Cart Court, Shawlands, Glasgow G43",2 beds,1 bath,1 reception
Campbell Smith,"£168,000","37, 2F3, Logie Green Road, Edinburgh EH7",1 bed,1 bath,1 reception
Kirkland Estate Agents,"£87,500","Corsewall Street, Coatbridge ML5",2 beds,1 bath,1 reception
Allen & Harris - Kilmarnock,"£195,000","Kilwinning Road, Stewarton, Kilmarnock KA3",4 beds,2 baths,2 receptions
Asset Properties,"£200,000","St Ninians, Heathcote Road, Crieff PH7",3 beds,3 baths,1 reception
Deans Solicitors and Estate Agents LLP,"£375,000","63 Bellevue Road, Bellevue EH7",2 beds,,
Warners,"£260,000","23/1 Balcarres Street, Morningside, Edinburgh EH10",2 beds,1 bath,1 reception
Austin Beck,"£179,000","C, Greystone Avenue, Burnside, Glasgow G73",2 beds,2 baths,1 reception
McQueen Legal,"£120,000","1A/4 Trafalgar Lane, Leith, Edinburgh EH6",1 bed,1 bath,1 reception
Longsons Premier Stock,"£48,995",Lossiemouth IV31,2 beds,,1 reception
Longsons Premier Stock,"£19,995","Turnberry, Girvan KA26",2 beds,,1 reception
Yopa,"£320,000","Rowan Drive, Culbokie, Dingwall IV7",5 beds,3 baths,2 receptions
Longsons Premier Stock,"£179,995",Lossiemouth IV31,2 beds,,1 reception
Paton & Co,"£495,000","Applecross, Strathcarron IV54",4 beds,4 baths,4 receptions
Aberdein Considine,"£299,000","Cowgatehead, Edinburgh EH1",3 beds,1 bath,1 reception
Persimmon Homes - The Boulevard,"£314,995","""The Thurso"" at Boydstone Path, Glasgow G43",4 beds,,3 receptions
Aberdein Considine,"£300,000","Fettes Row, Edinburgh EH3",2 beds,1 bath,1 reception
Express Estate Agency,"£160,000","Froghall Terrace, Aberdeen AB24",2 beds,,
Allen & Harris - Stirling,"£268,500","Rowallan Drive, Bannockburn, Stirling FK7",3 beds,2 baths,1 reception
Express Estate Agency,"£85,000","Piries Lane, Aberdeen AB24",2 beds,,
Savills - Glasgow,"£1,250,000","Athole Gardens, Glasgow G12",5 beds,2 baths,7 receptions
McEwan Fraser Legal,"£265,000","Claremont Street, Aberdeen AB10",3 beds,2 baths,1 reception
Cullertons,"£380,000","4B Douglas Gardens, West End EH4",1 bed,,
Express Estate Agency,"£140,000","Park Road Court, Park Road, Aberdeen AB24",1 bed,,
Miller Homes - Edgelaw,"£407,995","""Mackie"" at Lasswade Road, Edinburgh EH17",4 beds,3 baths,2 receptions
Miller Homes - Edgelaw,"£438,995","""Kerr"" at Lasswade Road, Edinburgh EH17",5 beds,3 baths,4 receptions
Miller Gerrard,"£399,950","Woodlands Road, Rosemount, Blairgowrie PH10",3 beds,2 baths,2 receptions
Miller Homes - Highbrae at Lang Loan,"£489,995","""Rossie"" at Bullfinch Way, Edinburgh EH17",5 beds,3 baths,2 receptions
Miller Homes - Highbrae at Lang Loan,"£438,995","""Napier"" at Bullfinch Way, Edinburgh EH17",5 beds,3 baths,3 receptions
National Property,"£199,000","Ladystone Steading, Bunchrew, Inverness, Highlands IV3",,,
Miller Homes - Highbrae at Lang Loan,"£449,995","""Pringle"" at Bullfinch Way, Edinburgh EH17",4 beds,3 baths,3 receptions
Igloo,"£239,995","Lamlash, Isle Of Arran KA27",2 beds,1 bath,2 receptions
HC2M Properties,"£74,000","Barrowfield Street, Coatbridge ML5",2 beds,1 bath,1 reception
Miller Homes - Green Park Gardens,"£200,000","""Meldrum Mid"" at Leander Crescent, Bellshill ML4",3 beds,2 baths,2 receptions
Gilson Gray LLP,"£230,000","74, 1F2 Temple Park Crescent, Polwarth, Edinburgh EH11",2 beds,1 bath,1 reception
Boom,"£410,000","West Fulton Cottages, Craigends Road, Houston, Johnstone PA6",3 beds,2 baths,1 reception
Melrose & Porteous,"£250,000","Trinity Park, Duns TD11",3 beds,1 bath,2 receptions
Walker & Sharpe,"£140,000","Union Street, Dalbeattie DG5",3 beds,,
Grieve Grierson Moodie & Walker,"£70,000","Old Mill Court, Annan DG12",2 beds,1 bath,1 reception
Warners,"£375,000","13 Warriston Terrace, Warriston, Edinburgh EH3",3 beds,1 bath,1 reception
"Purplebricks, Head Office","£115,000","Hay Crescent, Keith AB55",3 beds,1 bath,1 reception
Warners,"£190,000","10A, Brand Place, Abbeyhill, Edinburgh EH8",2 beds,1 bath,1 reception
Mactaggart and Mickel - Lethington Gardens,"£297,995","Lethington Gardens, Burns Circus, Haddington EH41",3 beds,2 baths,
The Skye Property Centre,"£125,000","8 Teangue, Sleat, Isle Of Skye IV44",,,
Warners,"£265,000","3 Kyle Place, Abbeyhill, Edinburgh EH7",2 beds,1 bath,1 reception
Fiuran Property,"£120,000","Plot At Acacia Grove, Glencruitten Road, Oban, Argyll, 4Qa, Oban PA34",,,
Ralph Hendrie Legal,"£215,000","14/6 West Newington Place, Edinburgh EH9",2 beds,1 bath,1 reception
Miller Homes - Bertha Park,"£277,995","""Riverwood"" at Kennaway Avenue, Perth PH1",4 beds,2 baths,2 receptions
Slater Hogg & Howison - Greenock Sales,"£110,000","Ashburn Gardens, Gourock, Inverclyde PA19",2 beds,1 bath,1 reception
Dallas McMillan Solicitors & Estate Agents,"£98,000","Ailsa Place, Coatbridge ML5",2 beds,1 bath,
Yvonne Fitzgerald Properties,"£160,000","Sinclair Street, Halkirk KW12",3 beds,1 bath,2 receptions
Future Property Auctions,"£58,000","13, Princes Street, Huntly AB548Ha AB54",1 bed,,
Future Property Auctions,"£30,000","Eglinton Street, Development Site, Beith KA151Aq KA15",,,
CCL Property,"£1,950,000","Dalriach Road, Oban PA34",11 beds,7 baths,2 receptions
Yvonne Fitzgerald Properties,"£108,000","Saltoun Street, Wick KW1",2 beds,2 baths,1 reception
CCL Property,"£1,950,000","Dalriach Road, Oban PA34",11 beds,7 baths,2 receptions
Bruach Property,"£290,000","12 North Park Avenue, Girvan KA26",5 beds,,
Delmor Estate Agents,"£185,000","Forth Park Residences, Kirkcaldy, Fife KY2",2 beds,2 baths,1 reception
Arthur & Simpson,"£255,000","Burravoe, Yell, Shetland ZE2",4 beds,2 baths,1 reception
